	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_id	kegg_hit	kegg_RBH	kegg_identity	kegg_bitScore	kegg_eVal	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_hits	vogdb_id	vogdb_categories	vogdb_hit	heme_regulatory_motif_count	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	virsorter_category	auxiliary_score	is_transposon	amg_flags
virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1_2	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	2	324	1499	-1	E																		0								2	2	False	F
virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1_3	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	3	1534	2148	-1	D							YP_009598779.1	YP_009598779.1 putative crossover junction endodeoxyribonuclease RuvC [Ralstonia phage RP12]	False	0.309	93.0	2.1270000000000003e-20	Crossover junction endodeoxyribonuclease RuvC [PF02075.17]		sp|P13004|YLYS_BPPHV	Xu	sp|P13004|YLYS_BPPHV Uncharacterized protein near lysin gene (Fragment); Xu	0								2	2	False	F
virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1_4	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	4	2145	2957	-1	E																		0								2	2	False	F
virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1_5	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	5	2979	5435	-1	E							YP_009598762.1	YP_009598762.1 putative SbcC-ATPase [Ralstonia phage RP12]	False	0.241	248.0	2.013e-66			sp|P04522|EXO2_BPT4	Xh;Xp	sp|P04522|EXO2_BPT4 Exonuclease subunit 2; XhXp	0								1	2	False	F
virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1_6	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	6	5550	6638	1	E							YP_009605164.1	YP_009605164.1 putative structural protein [Erwinia phage vB_EamM_Deimos-Minion]	False	0.268	130.0	4.0610000000000005e-31			REFSEQ	Xu	REFSEQ putative structural protein; Xu	0								0	4	False	F
virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1_7	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	7	6716	7105	-1	E																		0								2	4	False	F
virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1_8	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	8	7211	7573	-1	E																		0								2	4	False	F
virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1_9	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	9	7575	8000	-1	E																		0								2	4	False	F
virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1_10	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	10	8016	8459	-1	E																		0								2	4	False	F
virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1_11	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	11	8572	8979	-1	E																		0								2	4	False	F
virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1_12	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	12	9057	9332	-1	E																		0								2	4	False	F
virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1_13	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	13	9373	9672	-1	E																		0								2	4	False	F
virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1_14	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	virus__NC_048170_1__Escherichia_phage_vB_EcoM_Goslar__complete_genome_4520_14888_3__full-cat_1	14	9669	10367	-1	E																		0								2	5	False	F
virus__NC_048173_1__Erwinia_phage_Derbicus__complete_genome_14353_20955_2__full-cat_2_1	virus__NC_048173_1__Erwinia_phage_Derbicus__complete_genome_14353_20955_2__full-cat_2	virus__NC_048173_1__Erwinia_phage_Derbicus__complete_genome_14353_20955_2__full-cat_2	1	1	681	-1	E							YP_009278335.1	YP_009278335.1 hypothetical protein EARLPHILLIPIV_23 [Erwinia phage vB_EamM_EarlPhillipIV]	True	0.989	476.0	8.491e-153			REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0								1	5	False	F
virus__NC_048173_1__Erwinia_phage_Derbicus__complete_genome_14353_20955_2__full-cat_2_2	virus__NC_048173_1__Erwinia_phage_Derbicus__complete_genome_14353_20955_2__full-cat_2	virus__NC_048173_1__Erwinia_phage_Derbicus__complete_genome_14353_20955_2__full-cat_2	2	886	2673	1	E							YP_009278336.1	YP_009278336.1 hypothetical protein EARLPHILLIPIV_24 [Erwinia phage vB_EamM_EarlPhillipIV]	True	0.943	1179.0	0.0			REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0								1	3	False	F
virus__NC_048173_1__Erwinia_phage_Derbicus__complete_genome_14353_20955_2__full-cat_2_3	virus__NC_048173_1__Erwinia_phage_Derbicus__complete_genome_14353_20955_2__full-cat_2	virus__NC_048173_1__Erwinia_phage_Derbicus__complete_genome_14353_20955_2__full-cat_2	3	2752	4374	1	E							YP_009278337.1	YP_009278337.1 putative DNA-directed RNA polymerase beta subunit [Erwinia phage vB_EamM_EarlPhillipIV]	True	0.984	1122.0	0.0			sp|A5UH19|RPOC_HAEIG	Xr;Xh	sp|A5UH19|RPOC_HAEIG DNA-directed RNA polymerase subunit beta'; XhXr	0								1	3	False	VF
virus__NC_048173_1__Erwinia_phage_Derbicus__complete_genome_14353_20955_2__full-cat_2_4	virus__NC_048173_1__Erwinia_phage_Derbicus__complete_genome_14353_20955_2__full-cat_2	virus__NC_048173_1__Erwinia_phage_Derbicus__complete_genome_14353_20955_2__full-cat_2	4	4385	4969	1	E							YP_009278338.1	YP_009278338.1 hypothetical protein EARLPHILLIPIV_26 [Erwinia phage vB_EamM_EarlPhillipIV]	True	0.998	407.0	1.735e-129			REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0								1	3	False	F
virus__NC_048173_1__Erwinia_phage_Derbicus__complete_genome_14353_20955_2__full-cat_2_5	virus__NC_048173_1__Erwinia_phage_Derbicus__complete_genome_14353_20955_2__full-cat_2	virus__NC_048173_1__Erwinia_phage_Derbicus__complete_genome_14353_20955_2__full-cat_2	5	5016	5390	1	E							YP_009278339.1	YP_009278339.1 hypothetical protein EARLPHILLIPIV_27 [Erwinia phage vB_EamM_EarlPhillipIV]	False	0.94	247.0	2.722e-75			REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0								1	3	False	F
virus__NC_048173_1__Erwinia_phage_Derbicus__complete_genome_14353_20955_2__full-cat_2_6	virus__NC_048173_1__Erwinia_phage_Derbicus__complete_genome_14353_20955_2__full-cat_2	virus__NC_048173_1__Erwinia_phage_Derbicus__complete_genome_14353_20955_2__full-cat_2	6	5387	5989	1	E							YP_009278340.1	YP_009278340.1 hypothetical protein EARLPHILLIPIV_28 [Erwinia phage vB_EamM_EarlPhillipIV]	True	0.94	396.0	1.154e-125			REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0								1	3	False	F
virus__NC_048173_1__Erwinia_phage_Derbicus__complete_genome_14353_20955_2__full-cat_2_7	virus__NC_048173_1__Erwinia_phage_Derbicus__complete_genome_14353_20955_2__full-cat_2	virus__NC_048173_1__Erwinia_phage_Derbicus__complete_genome_14353_20955_2__full-cat_2	7	5961	6602	1	E							YP_009278341.1	YP_009278341.1 putative nuclease SbcCD D subunit [Erwinia phage vB_EamM_EarlPhillipIV]	True	0.995	444.0	7.801e-142						0								1	5	False	F
virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1_1	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	1	3	605	1	E							YP_004957912.1	YP_004957912.1 unnamed protein product [Pseudomonas phage OBP]	False	0.735	296.0	7.112e-91						0								0	5	False	F
virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1_2	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	2	659	2989	-1	E							YP_004957913.1	YP_004957913.1 unnamed protein product [Pseudomonas phage OBP]	True	0.812	1286.0	0.0			sp|Q05219|VG13_BPML5	Xu	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	0								0	2	False	F
virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1_3	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	3	3141	3755	-1	D							YP_004957915.1	YP_004957915.1 unnamed protein product [Pseudomonas phage OBP]	True	0.87	370.0	1.5310000000000002e-116	Thymidylate kinase [PF02223.17]; Deoxynucleoside kinase [PF01712.19]		sp|A4ZU96|KTHY_ABVP	Xr;Xh	sp|A4ZU96|KTHY_ABVP Putative thymidylate kinase; XhXr	0								2	2	False	VF
virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1_4	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	4	3755	5227	-1	E							YP_004957916.1	YP_004957916.1 unnamed protein product [Pseudomonas phage OBP]	True	0.783	772.0	3.966e-250			REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0								1	2	False	F
virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1_5	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	5	5227	6072	-1	E							YP_004957917.1	YP_004957917.1 unnamed protein product [Pseudomonas phage OBP]	True	0.792	452.0	1.804e-143			REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0								1	2	False	
virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1_6	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	6	6836	7108	-1	C		kpm:KPHS_p100240  glutaredoxin	False	0.518	68.0	3.876e-12	YP_004957919.1	YP_004957919.1 unnamed protein product [Pseudomonas phage OBP]	False	0.703	110.0	2.385e-28	Glutaredoxin [PF00462.24]; Glutathione S-transferase, N-terminal domain [PF13417.6]		sp|P68692|GLRX1_VACCW	Xh;Xs	sp|P68692|GLRX1_VACCW Glutaredoxin-1; XhXs	0								1	2	False	VMK
virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1_7	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	7	7657	7800	-1	E																		0								2	2	False	
virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1_8	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	8	7797	8306	-1	E																		0								2	2	False	
virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1_9	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	9	8755	9045	-1	D							YP_004957921.1	YP_004957921.1 unnamed protein product [Pseudomonas phage OBP]	False	0.552	84.0	3.784e-19	Protein of unknown function (DUF2829) [PF11195.8]					0								2	2	False	F
virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1_10	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	10	9740	10354	1	E							YP_004957923.1	YP_004957923.1 unnamed protein product [Pseudomonas phage OBP]	False	0.44	152.0	6.871e-41						0								1	2	False	F
virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1_11	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	11	10392	10862	1	E							YP_004957924.1	YP_004957924.1 unnamed protein product [Pseudomonas phage OBP]	False	0.412	63.0	6.33e-11						0								1	4	False	F
virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1_12	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	12	10930	11724	1	E																		0								2	4	False	F
virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1_13	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	13	11702	12139	1	E							YP_004957926.1	YP_004957926.1 unnamed protein product [Pseudomonas phage OBP]	False	0.392	65.0	9.462e-12						0								2	4	False	F
virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1_14	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	14	12270	12644	1	E																		0								2	4	False	F
virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1_15	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	15	12644	12994	1	E																		0								2	4	False	F
virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1_16	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	16	12987	13340	1	E																		0								2	4	False	F
virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1_17	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	virus__NC_048182_1__Edwardsiella_virus_pEt_SU__complete_genome_241058_254802_28__full-cat_1	17	13418	13744	1	E							YP_004957929.1	YP_004957929.1 unnamed protein product [Pseudomonas phage OBP]	False	0.38	68.0	1.986e-13						0								2	5	False	F
virus__NC_048186_1__Escherichia_phage_vB_EcoM_KWBSE43_6__complete_genome_91855_96597_12__full-cat_1_1	virus__NC_048186_1__Escherichia_phage_vB_EcoM_KWBSE43_6__complete_genome_91855_96597_12__full-cat_1	virus__NC_048186_1__Escherichia_phage_vB_EcoM_KWBSE43_6__complete_genome_91855_96597_12__full-cat_1	1	2	1513	1	E							YP_008532043.1	YP_008532043.1 baseplate wedge subunit [Klebsiella virus 0507KN21]	True	0.952	1008.0	0.0			sp|P19060|BP06_BPT4	Xs	sp|P19060|BP06_BPT4 Baseplate wedge protein gp6; Xs	0								0	5	False	VF
virus__NC_048186_1__Escherichia_phage_vB_EcoM_KWBSE43_6__complete_genome_91855_96597_12__full-cat_1_2	virus__NC_048186_1__Escherichia_phage_vB_EcoM_KWBSE43_6__complete_genome_91855_96597_12__full-cat_1	virus__NC_048186_1__Escherichia_phage_vB_EcoM_KWBSE43_6__complete_genome_91855_96597_12__full-cat_1	2	1497	2348	1	E							YP_008532044.1	YP_008532044.1 putative baseplate wedge subunit [Klebsiella virus 0507KN21]	True	0.988	592.0	6.964e-192			REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0								0	1	False	F
virus__NC_048186_1__Escherichia_phage_vB_EcoM_KWBSE43_6__complete_genome_91855_96597_12__full-cat_1_3	virus__NC_048186_1__Escherichia_phage_vB_EcoM_KWBSE43_6__complete_genome_91855_96597_12__full-cat_1	virus__NC_048186_1__Escherichia_phage_vB_EcoM_KWBSE43_6__complete_genome_91855_96597_12__full-cat_1	3	2353	3606	1	E							YP_008532045.1	YP_008532045.1 hypothetical protein [Klebsiella virus 0507KN21]	True	0.828	754.0	2.799e-245			REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0								0	1	False	F
virus__NC_048186_1__Escherichia_phage_vB_EcoM_KWBSE43_6__complete_genome_91855_96597_12__full-cat_1_4	virus__NC_048186_1__Escherichia_phage_vB_EcoM_KWBSE43_6__complete_genome_91855_96597_12__full-cat_1	virus__NC_048186_1__Escherichia_phage_vB_EcoM_KWBSE43_6__complete_genome_91855_96597_12__full-cat_1	4	3658	4740	1	E							YP_008532046.1	YP_008532046.1 putative tailspike protein [Klebsiella virus 0507KN21]	True	0.933	704.0	4.7429999999999995e-229						0								0	5	False	F
virus__NC_048194_1__Escherichia_phage_vB_EcoM_WFH__complete_genome_47290_50453_8__full-cat_2_1	virus__NC_048194_1__Escherichia_phage_vB_EcoM_WFH__complete_genome_47290_50453_8__full-cat_2	virus__NC_048194_1__Escherichia_phage_vB_EcoM_WFH__complete_genome_47290_50453_8__full-cat_2	1	1	438	-1	D							YP_009101074.1	YP_009101074.1 DNA polymerase III alpha subunit [Escherichia phage ECML-117]	False	1.0	312.0	2.425e-97	PHP domain [PF02811.19]					0								1	5	False	F
virus__NC_048194_1__Escherichia_phage_vB_EcoM_WFH__complete_genome_47290_50453_8__full-cat_2_2	virus__NC_048194_1__Escherichia_phage_vB_EcoM_WFH__complete_genome_47290_50453_8__full-cat_2	virus__NC_048194_1__Escherichia_phage_vB_EcoM_WFH__complete_genome_47290_50453_8__full-cat_2	2	438	980	-1	C	K03763	ttm:Tthe_1414  DNA polymerase III subunit alpha (EC:2.7.7.7); K03763 DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]	False	0.287	70.0	2.732e-11	YP_009101075.1	YP_009101075.1 hypothetical protein [Escherichia phage ECML-117]	True	0.991	379.0	6.519e-120	Exonuclease [PF00929.24]		sp|P04536|EXOD_BPT4	Xu	sp|P04536|EXOD_BPT4 Exodeoxyribonuclease; Xu	0								1	3	False	F
virus__NC_048194_1__Escherichia_phage_vB_EcoM_WFH__complete_genome_47290_50453_8__full-cat_2_3	virus__NC_048194_1__Escherichia_phage_vB_EcoM_WFH__complete_genome_47290_50453_8__full-cat_2	virus__NC_048194_1__Escherichia_phage_vB_EcoM_WFH__complete_genome_47290_50453_8__full-cat_2	3	1035	1586	-1	E							YP_009101076.1	YP_009101076.1 hypothetical protein [Escherichia phage ECML-117]	True	0.999	387.0	1.368e-122						0								1	3	False	F
virus__NC_048194_1__Escherichia_phage_vB_EcoM_WFH__complete_genome_47290_50453_8__full-cat_2_4	virus__NC_048194_1__Escherichia_phage_vB_EcoM_WFH__complete_genome_47290_50453_8__full-cat_2	virus__NC_048194_1__Escherichia_phage_vB_EcoM_WFH__complete_genome_47290_50453_8__full-cat_2	4	1677	2360	-1	C		fte:Fluta_0740  Retinol dehydrogenase (EC:1.1.1.105)	False	0.246	76.0	6.691e-13	YP_009101077.1	YP_009101077.1 putative 3-oxoacyl-(acyl-carrier-protein) reductase [Escherichia phage ECML-117]	True	0.931	445.0	8.054e-142	short chain dehydrogenase [PF00106.25]; Enoyl-(Acyl carrier protein) reductase [PF13561.6]		REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0								1	3	False	MKF
virus__NC_048194_1__Escherichia_phage_vB_EcoM_WFH__complete_genome_47290_50453_8__full-cat_2_5	virus__NC_048194_1__Escherichia_phage_vB_EcoM_WFH__complete_genome_47290_50453_8__full-cat_2	virus__NC_048194_1__Escherichia_phage_vB_EcoM_WFH__complete_genome_47290_50453_8__full-cat_2	5	2426	3163	-1	E							YP_009101078.1	YP_009101078.1 hypothetical protein [Escherichia phage ECML-117]	True	0.965	500.0	1.267e-160						0								1	5	False	F
virus__NC_048627_1__Escherichia_phage_SP15_DNA__complete_genome_13868_16234_4__full-cat_2_1	virus__NC_048627_1__Escherichia_phage_SP15_DNA__complete_genome_13868_16234_4__full-cat_2	virus__NC_048627_1__Escherichia_phage_SP15_DNA__complete_genome_13868_16234_4__full-cat_2	1	20	481	-1	E							YP_009202065.1	YP_009202065.1 hypothetical protein SLUR09_00019 [Escherichia phage slur09]	False	0.998	325.0	7.781e-102			REFSEQ	Xu	REFSEQ hypothetical protein; Xu	0								1	5	False	F
